SOURCE	TARGET
تاكيو	تاكيو	UC
بحاجة	بحاجة	UC
ماسة	ماسة	UC
إلى	إلى	UC
من	من	UC
يرشدهم	يرشدهم	UC
إلى	إلى	UC
عقيدة	عقيدة	UC
سلفية	سلفية	UC
لأن	لأن	UC
الناس	الناس	UC
فيها	فيها	UC
جهلاء	جهلاء	UC
ليس	ليس	UC
لهم	لهم	UC
علم	علما	REPLACE_XC
متعلق	متعلقا	REPLACE_XC
بعقيدة	بالعقيدة	REPLACE_XF
علما	علما	UC
بأن	بأن	UC
مملكة	مملكة	UC
كمبوديا	كمبوديا	UC
هي	هي	UC
مملكة	مملكة	UC
بوذية	بوذية	UC
وعدد	وعدد	UC
المسلمين	المسلمين	UC
قليليت	قليل	REPLACE_OD+REPLACE_XN
جدا	جدا	UC
حوالي	حوالي	UC
ستة	ستة	UC
في	في	UC
المائة	المائة	UC
ولذا	ولذا	UC
عدد	عدد	UC
العلماء	العلماء	UC
قليلين	قليل	REPLACE_XN
أيضا	أيضا	UC
ختاما	ختاما	UC
أدعو	أدعو	UC
الله	الله	UC
أن	أن	UC
يوفق	يوفق	UC
القائمين	القائمين	UC
على	على	UC
هذه	هذه	UC
الأعمال	الأعمال	UC
والمشاركين	والمشاركين	UC
في	في	UC
التعليم	التعليم	UC
وأن	وأن	UC
يحقق	يحقق	UC
الآمال	الآمال	UC
الرجوة	المرجوة	REPLACE_OM
منها	منها	UC
أنه	إنه	REPLACE_OH
سميع	سميع	UC
مجيب	مجيب	UC
والسلام	والسلام	UC
عليكم	عليكم	UC
ورحمة	ورحمة	UC
الله	الله	UC
وبركاته	وبركاته	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
للعمرة	للعمرة	UC
كنت	كنت	UC
مع	مع	UC
أصدقائي	أصدقائي	UC
	في	INSERT_XM
الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
للعمرة	للعمرة	UC
وهذه	وهذه	UC
	كانت	INSERT_XM
أول	أول	UC
مرة	مرة	UC
للعمرة	لأداء العمرة	UNK
لأنني	لأنني	UC
ما	ما	UC
اعتمرت	اعتمرت	UC
وحججت	وما حججت	REPLACE_X
من	من	UC
قبل	قبل	UC
ومكتب	ومكتب	UC
الدعوة	الدعوة	UC
	هو	INSERT_XM
	من	INSERT_XM
ينظم	ينظم	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
وأحد	وأحد	UC
طالب	الطلاب	REPLACE_SW
قديم	القدامى	REPLACE_SW
اسمه	اسمه	UC
عيسى	عيسى	UC
رئيس	رئيس	UC
في	في	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
وهو	وهو	UC
يخدمنا	يخدمنا	UC
ويشرحنا	ويشرح لنا	REPLACE_X
بعض	بعض	UC
المعلومات	المعلومات	UC
الدينية	الدينية	UC
وبعض	وبعض	UC
المعلومات	المعلومات	UC
الدنيوية	الدنيوية	UC
وشجع	ويشجع	REPLACE_MT
وحث	ويحث	REPLACE_MT
على		DELETE_XM
الطلاب	الطلاب	UC
الذين	الذين	UC
اشتركوا	اشتركوا	UC
في	في	UC
هذه	هذه	UC
الرحلة	الرحلة	UC
أن	أن	UC
يستفدوا	يستفيدوا	REPLACE_OM
	من	INSERT_XM
البرنامج	البرنامج	UC
ليزيل	ليزول	REPLACE_OR
تعب	تعب	UC
السفر	السفر	UC
الطلاب	الطلاب	UC
مسرورون	مسرورون	UC
بهذه	بهذه	UC
الرحلة	الرحلة	UC
وهم	وهم	UC
ناشطون	ناشطون	UC
وفرحون	وفرحون	UC
عندما	عندما	UC
ذهبنا	ذهبنا	UC
إلى	إلى	UC
ميقات	الميقات	REPLACE_XF
قرن	قرب	REPLACE_OR
المنازل	المنازل	UC
نغسل	اغتسلنا	REPLACE_MT+REPLACE_OM
نتطيب	وتطيبنا	REPLACE_MT
لأحرام	للإحرام	REPLACE_OH+REPLACE_OM
بعد	وبعد	REPLACE_MI
الغسل	الغسل	UC
ننوي	نوينا	REPLACE_MT
للعمرة	العمرة	REPLACE_XT
قال	وقلنا	REPLACE_SW
لبيك	لبيك	UC
عمرة	عمرة	UC
ثم	ثم	UC
نذهب	ذهبنا	REPLACE_MT
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
ونكبر	وكبرنا	REPLACE_MT
ليبك	لبيك	REPLACE_OC
اللهم	اللهم	UC
ليبك	لبيك	REPLACE_OC
ليبك	لبيك	REPLACE_OC
لا	لا	UC
شريك	شريك	UC
لك	لك	UC
لبيك	لبيك	UC
أن	إن	REPLACE_OH
الحمد	الحمد	UC
والنعمة	والنعمة	UC
له	لك	REPLACE_MI
الملك	والملك	REPLACE_SF
لا	لا	UC
شريك	شريك	UC
لك	لك	UC
مرارا	مرارا	UC
وتكرارا	وتكرارا	UC
بعد	بعد	UC
نصف	نصف	UC
الساعة	ساعة	REPLACE_XF
وصلنا	وصلنا	UC
إلى	إلى	UC
الفندق	الفندق	UC
أفطرنا	أفطرنا	UC
فيها	فيه	REPLACE_XG
ثم	ثم	UC
ذهبنا	توجهنا	REPLACE_SW
إلى	إلى	UC
الكعبة	الكعبة	UC
مباشرا	مباشرة	REPLACE_XG
بعد	بعد	UC
عشر	عشر	UC
دقائق	دقائق	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
الكعبة	الكعبة	UC
قبل	قبل	UC
بدأنا	أن نبدأ	UNK
العمرة	العمرة	UC
رئيس	الرئيس	REPLACE_XF
عيسى	عيسى	UC
قسم	قسم	UC
الطلاب	الطلاب	UC
إلى	إلى	UC
أقسام	أقسام	UC
لكل	في كل	REPLACE_S
قسم	قسم	UC
	طالب	INSERT_XM
فيها أحد	قديم واحد	REPLACE_S
أو	أو	UC
كثر	أكثر	REPLACE_OM
طالب		DELETE_XM
قديم		DELETE_XM
يساعد	يساعد	UC
طلاب	الطلاب	REPLACE_XF
جدد	الجدد	REPLACE_XF
	في	INSERT_XM
للعمرة	العمرة	REPLACE_XT
ويشرح	ويشرح	UC
لهم	لهم	UC
كيفية	كيفية	UC
العمرة	العمرة	UC
وآدابها	وآدابها	UC
وركنها	وأركانها	REPLACE_XN
إلى	وإلى	REPLACE_MI
غير	غير	UC
ذلك	ذلك	UC
ثم	ثم	UC
نبدأ	بدأنا	REPLACE_MT
العمرة	العمرة	UC
طواف	طواف	UC
حول	حول	UC
الكعبة	الكعبة	UC
سبعة	سبعة	UC
أشواط	أشواط	UC
بعدها	بعدها	UC
صلينا	صلينا	UC
ركعتين	ركعتين	UC
خلف	خلف	UC
مقام	مقام	UC
إبراهيم	إبراهيم	UC
وبعدها	وبعدها	UC
نسعى	سعينا	REPLACE_MT
بين	بين	UC
الصفا	الصفا	UC
والمروة	والمروة	UC
سبعة	سبعة	UC
أشواط	أشواط	UC
مع	مع	UC
الدعاء	الدعاء	UC
إلى	إلى	UC
الله	الله	UC
وجهه	وجهة	REPLACE_OT
الكعبة	الكعبة	UC
والأخير	وفي الأخير	REPLACE_X
خلق	حلق	REPLACE_OR
الشعر	الشعر	UC
أو	أو	UC
قصره	تقصيره	REPLACE_OM

رحلة	رحلة	UC
العمرة	العمرة	UC
إلى	إلى	UC
مكة	مكة	UC
بسم	بسم	UC
الله	الله	UC
الرحمن	الرحمن	UC
الرحيم	الرحيم	UC
سأكتب	سأكتب	UC
مقالا	مقالا	UC
قصيرا	قصيرا	UC
حول	حول	UC
رحلة	رحلة	UC
قمت	قمت	UC
بها	بها	UC
قبل	قبل	UC
السنة	سنة	REPLACE_XF
قررت	قررت	UC
أنا	أنا	UC
وبعض	وبعض	UC
أصدقائي	أصدقائي	UC
أن	أن	UC
نعتمر	نعتمر	UC
ونزور	ونزور	UC
بيت	بيت	UC
الله	الله	UC
الحرام	الحرام	UC
فبعدما	وبعدما	REPLACE_MI
استعدنا	استعددنا	REPLACE_OM
للسفر	للسفر	UC
غادرنا	غادرنا	UC
الجامعة	الجامعة	UC
بعد	بعد	UC
صلاة	صلاة	UC
الظهر	الظهر	UC
يوم	يوم	UC
الثلاثاء	الثلاثاء	UC
في	في	UC
ذاك	ذلك	REPLACE_OR
الأشبوع	الأسبوع	REPLACE_OR
آخذت	استغرقت	REPLACE_SW
الرحلة	الرحلة	UC
عشر	عشر	UC
ساعات	ساعات	UC
وبعدما	وبعدما	UC
وصلنا	وصلنا	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
نزلنا	نزلنا	UC
في	في	UC
فندقنا	فندقنا	UC
الذي	الذي	UC
حجزناه	حجزناه	UC
أمس	أمس	UC
الأول	الأول	UC
وضعنا	وضعنا	UC
أعراضنا	أغراضنا	REPLACE_OR
وخرجنا	وخرجنا	UC
متجهين	متجهين	UC
إلى	إلى	UC
الحرم	الحرم	UC
لأداء	لأداء	UC
العمرة	العمرة	UC
بعد	بعد	UC
ساعتين	ساعتين	UC
فارغنا	فرغنا	REPLACE_OD
من	من	UC
أعمال	أعمال	UC
العمرة	العمرة	UC
ورجعنا	ورجعنا	UC
إلى	إلى	UC
الفندق	الفندق	UC
حتى	حتى	UC
نأخذ	نأخذ	UC
حظنا	حظنا	UC
من	من	UC
الراحة	الراحة	UC
قيل	قبل	REPLACE_OR
أن	أن	UC
تحون	تحين	REPLACE_XG
صلاة	صلاة	UC
الفجر	الفجر	UC
لم	لم	UC
بكن	يكن	REPLACE_OR
لدينا	لدينا	UC
برنامجا	برنامجا	UC
خاصا	خاصا	UC
نقوم	نقوم	UC
به	به	UC
لذا	لذا	UC
قررنا	قررنا	UC
أن	أن	UC
نذهب	نذهب	UC
إلى	إلى	UC
البادبة	البادية	REPLACE_OR
حتى	حتى	UC
نشرب	نشرب	UC
حليب	حليب	UC
الإبل	الإبل	UC
وكنت وأنا	ولما كنت	REPLACE_SW
صغير	صغيرا	REPLACE_XC
	كنت	INSERT_XM
أحب	أحب	UC
حليب	حليب	UC
الإبل	الإبل	UC
لأنني	لأنني	UC
فضيت	قضيت	REPLACE_OR
بداية	بداية	UC
حياتي	حياتي	UC
في	في	UC
البادية	البادية	UC
مضت	مضت	UC
الأيام	الأيام	UC
ونحن	ونحن	UC
بين	بين	UC
الحرام	الحرم	REPLACE_OD
والبادية	والبادية	UC
والفندف	والفندق	REPLACE_OR
وقي	وفي	REPLACE_OR
يوم	يوم	UC
التالي	التالي	UC
رجعنا	رجعنا	UC
إلى	إلى	UC
الرياض	الرياض	UC

الالتحاق	الالتحاق	UC
بكلية	بكلية	UC
الشريعة	الشريعة	UC
أريد	أريد	UC
أن	أن	UC
ألاحق	ألتحق	REPLACE_OR
في كلية	بكلية	REPLACE_S
الشريعة	الشريعة	UC
وكنت	وكنت	UC
أريد	أريد	UC
علم	علم	UC
الرشى	الشرع	REPLACE_SW
منذ	منذ	UC
صغري	صغري	UC
ودعوت	ودعوت	UC
الله	الله	UC
أن	أن	UC
أكون	أكون	UC
عالما	عالما	UC
شرعيا	شرعيا	UC
لهذا	في هذا	REPLACE_S
الدين	الدين	UC
وأخدم	وأن أخدم	REPLACE_X
هذا	هذا	UC
الدين	الدين	UC
بنفسي	بنفسي	UC
ومالي	ومالي	UC
وكما	وكما	UC
قال	قال	UC
صلى	صلى	UC
الله	الله	UC
عليه	عليه	UC
وسلم	وسلم	UC
من	من	UC
أراد	يرد	REPLACE_MT
الله	الله	UC
به	به	UC
الخير	خيرا	REPLACE_XF
يفقه	يفقهه	REPLACE_XM
في	في	UC
الدين	الدين	UC
ا		DELETE_XM
كما		DELETE_XM
قال		DELETE_XM
لهذا	لهذا	UC
أريد	أريد	UC
أن	أن	UC
أكون	أكون	UC
مفقها	مفقها	UC
في	في	UC
الدين	الدين	UC
وأخدم	وأخدم	UC
المسلمين	المسلمين	UC

ألتحق	سألتحق	REPLACE_MT
بكلية	بكلية	UC
الشريعة	الشريعة	UC
من	من	UC
المعلوم	المعلوم	UC
أن	أن	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
فيها	فيها	UC
تدريس	تدريس	UC
شريعة	لشريعة	REPLACE_MI
الإسلام	الإسلام	UC
مثل	مثل	UC
فقه	الفقه	REPLACE_XF
وأصول	وأصول	UC
الفقه	الفقه	UC
والفرائض	والفرائض	UC
والتوحيد	والتوحيد	UC
والتفسير	والتفسير	UC
إلى	وإلى	REPLACE_MI
غير	غير	UC
ذلك	ذلك	UC
أختار إلى	اخترت	UNK
كلية	كلية	UC
الشريعة	الشريعة	UC
بعدة	لعدة	REPLACE_MI
أسباب	أسباب	UC
1	1	UC
أحب	أحب	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
منذ	منذ	UC
	كنت	INSERT_XM
أدرس	أدرس	UC
اللغة	اللغة	UC
العربية	العربية	UC
والدين	والدين	UC
الإسلامي	الإسلامي	UC
أحب	وأحب	REPLACE_MI
أن	أن	UC
أتعلم	أتعلم	UC
مواد	موادا	REPLACE_OW
حول	حول	UC
الشريعة	الشريعة	UC
وأبي	وأبي	UC
هو	هو	UC
أمام	إمام	REPLACE_OH
المسجد	مسجد	REPLACE_XF
وأنا	منذ كنت	UNK
صغير	صغيرا	REPLACE_XC
في	في	UC
السن	السن	UC
حتى	حتى	UC
إلى		DELETE_XM
يومنا	يومنا	UC
هذا	هذا	UC
ويشرح	ويشرح	UC
للجماهير	للجماهير	UC
أمور	أمور	UC
الدين	الدين	UC
ويخطب	ويخطب	UC
أمام	أمام	UC
الناس	الناس	UC
في	في	UC
	صلاة	INSERT_XM
الجمعة	الجمعة	UC
أو	أو	UC
في	في	UC
حلق	حلق	UC
التعليم	التعليم	UC
تأثرت	وتأثرت	REPLACE_MI
بوالدي	بوالدي	UC
تأثرا	تأثرا	UC
كثيرا	كبيرا	REPLACE_OR
2	2	UC
حسب	حسب	UC
وضع	الوضع	REPLACE_XF
الوطني	الوطني	UC
لأن	لأن	UC
الآن	الآن	UC
في	في	UC
الصين	الصين	UC
انتشر	انتشرت	REPLACE_XG
البدعة	البدعة	UC
والخرافات	والخرافات	UC
انتشارا	انتشارا	UC
كثيرا	كبيرا	REPLACE_OR
والناس	والناس	UC
يبتعدون	يبتعدون	UC
عن	عن	UC
الكتاب	الكتاب	UC
والسنة	والسنة	UC
بسبب	بسبب	UC
ضعف	ضعف	UC
الأيمان	الإيمان	REPLACE_OH
والجهل	والجهل	UC
أفكر	أفكر	UC
كيف	كيف	UC
يعالج	أعالج	REPLACE_MI
هذه	هذه	UC
المسألة	المسألة	UC
وكيف	وكيف	UC
صحح	أصحح	REPLACE_OM
عقيدهم	عقيدتهم	REPLACE_OM
وكيف	وكيف	UC
ببين	أبين	REPLACE_OR
لهم	لهم	UC
أن	أن	UC
هذا	هذا	UC
الآمر	الأمر	REPLACE_OH
حلال	حلال	UC
وهذا	وهذا	UC
حرام	حرام	UC
وأختار إلى	واخترت	UNK
كلية	كلية	UC
الشريعة	الشريعة	UC
لأعالج	لأعالج	UC
هذه	هذه	UC
المشاكل	المشاكل	UC
أن	إن	REPLACE_OH
شاء	شاء	UC
الله	الله	UC
3	3	UC
كلية	كلية	UC
الشريعة	الشريعة	UC
مجال	مجال	UC
واسع	واسع	UC
فيها		DELETE_XM
يشمل	يشتمل	REPLACE_OM
	على	INSERT_XM
عدة	عدة	UC
مواد	مواد	UC
كثيرة	كثيرة	UC

رحلة	رحلة	UC
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
في	إلى	REPLACE_SW
البلد	البلد	UC
قمنا	قمنا	UC
دورات	بدورات	REPLACE_XM
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
في	في	UC
غانا	غانا	UC
وكانت	وكانت	UC
دورات	دورات	UC
رإعات	رائعة	REPLACE_SW
جدا	جدا	UC
قمنا	قمنا	UC
	بها	INSERT_XM
في	في	UC
المدن	المدن	UC
والبوادي	والبوادي	UC
المجاورة	المجاورة	UC
وألقينا	وألقينا	UC
محاضرات	محاضرات	UC
كثيرة	كثيرة	UC
في	في	UC
المساجد	المساجد	UC
ومن	ومن	UC
أعمال	أعمال	UC
الدورات	الدورات	UC
	أنه	INSERT_XM
فيها	فيها	UC
خطب	خطب	UC
في	في	UC
الجمع	الجمع	UC
والتدريس	والتدريس	UC
في	في	UC
المدارس	المدارس	UC
وتوزيع	وتوزيع	UC
الملابس	الملابس	UC
والعطور	والعطور	UC
والساعات	والساعات	UC
عند	على	REPLACE_SW
المتميزين	المتميزين	UC
والمستحقين	والمستحقين	UC
بها	لها	REPLACE_OR
والمحتاجين	والمحتاجين	UC
إليه	إليها	REPLACE_XG
وفي	وفي	UC
أثناء	أثناء	UC
التدريس	التدريس	UC
	كان	INSERT_XM
لدينا	لدينا	UC
الدفاتر	دفاترا	REPLACE_OD+REPLACE_OH+REPLACE_OM
والأقلام	وأقلاما	REPLACE_XF
من	فمن	REPLACE_SF
أجاب	أجاب	UC
منهم	منهم	UC
أعطيناه	أعطيناه	UC
إما	إما	UC
قلم	قلما	REPLACE_XC+REPLACE_XN
وإما	وإما	UC
دقتر	دفترا	REPLACE_OR+REPLACE_XC
لكي	لكي	UC
نشجعهم	نشجعهم	UC
في	على	REPLACE_SW
طلب	طلب	UC
العلم	العلم	UC
بالجد	بجد	REPLACE_XF
والاجتهاد	واجتهاد	REPLACE_XF
ومن	ومن	UC
أعمال	أعمال	UC
الدورات	الدورات	UC
التي	التي	UC
قمنا	قمنا	UC
	بها	INSERT_XM
في	في	UC
الإجازة	الإجازة	UC
الصيفية	الصيفية	UC
زيارت	زيارة	REPLACE_OT
المرضى	المرضى	UC
في	في	UC
المستشفيات	مستشفيات	REPLACE_XF
المدينة	المدينة	UC
تمالي	تامالي	REPLACE_OH+REPLACE_OM
وما	وما	UC
حولها	حولها	UC
من	من	UC
القرى	القرى	UC
وفي	ومن	REPLACE_SW
نتائج	نتائج	UC
الدورات	الدورات	UC
	عند	INSERT_XM
ذهبنا	ذهابنا	REPLACE_OH+REPLACE_OM
	إلى	INSERT_XM
قرية	القرية	REPLACE_XF
التي	التي	UC
يسمى	تسمى	REPLACE_MI
يونى	يونى	UC
وجدنا	وجدنا	UC
في	في	UC
هذه	هذه	UC
القرية	القرية	UC
من	من	UC
المحاضرين	المحاضرين	UC
ثمانية	ثمانية	UC
أشخاص	أشخاص	UC
الذين		DELETE_XM
دخلوا	دخلوا	UC
في	في	UC
الإسلام	الإسلام	UC
في	في	UC
أثناء	أثناء	UC
المحاضرات	المحاضرات	UC
وكان	وكان	UC
من	من	UC
بينهم	بينهم	UC
مشركين	مشركين	UC
وأخبرنا	وأخبرنا	UC
أصدقاءنا	أصدقاؤنا	REPLACE_XC
الذين	الذين	UC
كانوا	كانوا	UC
من	من	UC
قريتهم	قريتهم	UC
أن	أن	UC
من	من	UC
الذين	الذين	UC
أسلموا	أسلموا	UC
وثنيون	وثنيون	UC
وبعد	وأنهم بعد	REPLACE_X
إسلامهم	إسلامهم	UC
كثروا	كسروا	REPLACE_OR
أصنامهم	أصنامهم	UC
ورموا	ورموها	REPLACE_XM
كلها	كلها	UC

الرحلة	الرحلة	UC
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
والمدينة	والمدينة	UC
المنورة	المنورة	UC
في	في	UC
يوم	يوم	UC
اثنان	الاثنين	REPLACE_SW
من	من	UC
أسبوع	الأسبوع	REPLACE_XF
ماضي	الماضي	REPLACE_XF
سافرت	سافرت	UC
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
في	في	UC
الساعة	الساعة	UC
ثلاثة	ثلاثة	UC
والنصف	والنصف	UC
بعد	بعد	UC
الصلاة	صلاة	REPLACE_XF
العسر	العصر	REPLACE_OR
مع	مع	UC
الأصدقاء	الأصدقاء	UC
ركبنا	ركبنا	UC
الحافلة	الحافلة	UC
كلمة	كلمة	UC
غير	غير	UC
معروفة	معروفة	UC
وصلنا	ووصلنا	REPLACE_MI
إلى	إلى	UC
الميقات	الميقات	UC
في	في	UC
الساعة	الساعة	UC
الثامن	الثامنة	REPLACE_XG
ونصف	ونصف	UC
ليلا	ليلا	UC
ثم	ثم	UC
لبسنا	لبسنا	UC
	ملابس	INSERT_XM
	الإحرام	INSERT_XM
صلينا	وصلينا	REPLACE_MI
الصلاة	صلاة	REPLACE_XF
المغرب	المغرب	UC
والعساء	والعشاء	REPLACE_OR
في	في	UC
الميقات	الميقات	UC
قصير	قصير	UC
بعد	بعد	UC
ذلك	ذلك	UC
لبسنا	لبسنا	UC
الاملابس	ملابس	REPLACE_OD+REPLACE_XF
الحرام	الإحرام	REPLACE_OM
قلنا	قلنا	UC
لبيك	لبيك	UC
عمرة	عمرة	UC
ثم	ثم	UC
وجدنا	رجعنا	REPLACE_OR
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
وصلنا	وصلنا	UC
إلى	إلى	UC
مكة	مكة	UC
المكرمة	المكرمة	UC
في	في	UC
الساعة	الساعة	UC
الثانية	الثانية	UC
صباح	صباحا	REPLACE_XC
قيل	وقبل	REPLACE_SW
