SOURCE	TARGET
اسرائيل	إسرائيل	REPLACE_OH
اثنا	أثناء	REPLACE_OH+REPLACE_OM
العدوان	العدوان	UC
على	على	UC
الغزه	غزة	REPLACE_SW
	؛	INSERT_PM
لانه	لأنه	REPLACE_OH
لم	لم	UC
تأتيه	تأته	REPLACE_XC+REPLACE_XG
الاوامر	الأوامر	REPLACE_OH
من	من	UC
الملالي	الملالي	UC
	؟	INSERT_PM
ماهو	ما هو	SPLIT
دور	دور	UC
حزب	حزب	UC
حسن	حسن	UC
نصرالله	نصرالله	UC
اثنا	أثناء	REPLACE_OH+REPLACE_OM
ثورة	ثورة	UC
شعب	شعب	UC
سوريا	سوريا	UC
	؟	INSERT_PM
ماهو	ما	REPLACE_OD
دور	دور	UC
حزب	حزب	UC
حسن		DELETE_XM
نصر	نصر	UC
الله	الله	UC
االمرسوم	المرسوم	REPLACE_OD
له	له	UC
اثنا	أثناء	REPLACE_OH+REPLACE_OM
احتلال	احتلال	UC
العراق	العراق	UC
	؟	INSERT_PM
من	من	UC
الشيطان	الشيطان	UC
الاكبر	الاكبر	UC
	.	INSERT_PM

تتهمون	تتهمون	UC
الثورة	الثورة	UC
بانها	بأنها	REPLACE_OH
مدعومة	مدعومة	UC
من	من	UC
فرنسا	فرنسا	UC
و امريكا	وأمريكا	REPLACE_O
	.	INSERT_PM
انتم	أنتم	REPLACE_OH
مدعومون	مدعومون	UC
من	من	UC
اسرئيل	إسرائيل	REPLACE_OH+REPLACE_OM
و ايران	وإيران	REPLACE_O
و قد	وقد	MERGE
فقتم	فقتم	UC
بهمجيتكم	بهمجيتكم	UC
ووحشيتكم	ووحشيتكم	UC
اسرائيل	إسرائيل	REPLACE_OH
	.	INSERT_PM
لم	لم	UC
نسمع	نسمع	UC
ان	أن	REPLACE_OH
اسرائيل	إسرائيل	REPLACE_OH
اعتقلت	اعتقلت	UC
الاطفال	الأطفال	REPLACE_OH
	،	INSERT_PM
و قلعت	وقلعت	MERGE
اظافرهم	أظافرهم	REPLACE_OH
	،	INSERT_PM
و بترت	وتبترت	REPLACE_X
اعضائهم	أعضاؤهم	REPLACE_OH
التناسلية	التناسلية	UC
	.	INSERT_PM
نظام	نظام	UC
جبان	جبان	UC
يهاب	يهاب	UC
حتى	حتى	UC
من	من	UC
الاعضاء	الأعضاء	REPLACE_OH
التناسلية	التناسلية	UC
لاطفال	لأطفال	REPLACE_OH
	.	INSERT_PM

قريبا	قريبا	UC
ان	إن	REPLACE_OH
شاءالله	شاء الله	SPLIT
ستحرر	ستحرر	UC
سورية	سورية	UC
من	من	UC
القبضه	القبضة	REPLACE_OT
الايرانيه	الإيرانية	REPLACE_OH+REPLACE_OT
الصفويه	الصفوية	REPLACE_OT
	.	INSERT_PM
هذه	هذه	UC
القضية	القضية	UC
التي	التي	UC
ماوجدت	ما وجدت	SPLIT
للمانعه	للمانعة	REPLACE_OT
كما	كما	UC
يدعون	يدعون	UC
ويكذبون	ويكذبون	UC
بها	بها	UC
على	على	UC
الشعوب	الشعوب	UC
العربيه	العربية	REPLACE_OT
	،	INSERT_PM
وإنما	وإنما	UC
يدافع	يدافع	UC
النظام	النظام	UC
الصفوي	الصفوي	UC
عن	عن	UC
المجرم	المجرم	UC
بشار	بشار	UC
بدافع	بدافع	UC
طائفي	طائفي	UC
بغيض	بغيض	UC
.		DELETE_PM
على	على	UC
أهل	أهل	UC
السن ة	السنة	MERGE
والجماعه	والجماعة	REPLACE_OT
.	.	UC
حيث	حيث	UC
يعتبر	يعتبر	UC
هذا	هذا	UC
النظام	النظام	UC
المجرم	المجرم	UC
ممثل	ممثل	UC
ولي	ولي	UC
الفقيه	الفقيه	UC
في	في	UC
جامعة	جامعة	UC
الدول	الدول	UC
العربية	العربية	UC
.	.	UC

في	في	UC
مثل	مثل	UC
عربي	عربي	UC
بقول	يقول	REPLACE_OR
.	:	REPLACE_PC
	"	INSERT_PM
ان	إن	REPLACE_OH
كنت	كنت	UC
رايح	ذاهبا	REPLACE_SW
كثر	كثر	UC
من	من	UC
الملايح	الملاعين	REPLACE_OM+REPLACE_OR
	"	INSERT_PM
.	.	UC
امسح	امسح	UC
وجهك	وجهك	UC
بالرحمن	بالرحمن	UC
	،	INSERT_PM
وقبل	وقبل	UC
ماعرض	ما عرض	SPLIT
عليك	عليك	UC
من	من	UC
قيبل	رؤساء	REPLACE_SW
الروءساءالعرب	العرب	REPLACE_SW
قبل	قبل	UC
ان	أن	REPLACE_OH
يتغير	يتغير	UC
اقتراحهم	اقتراحهم	UC
تجاهك	تجاهك	UC
.	.	UC
وتذكر	وتذكر	UC
ان	أن	REPLACE_OH
كثرت	كثرة	REPLACE_OT
الشد	الشد	UC
بترخي	ترخي	REPLACE_OD
.	.	UC
استر	استر	UC
علئ	علئ	UC
عائلتك	عائلتك	UC
واولادك	وأولادك	REPLACE_OH
.	.	UC
وما	وما	UC
تكون	تكون	UC
عنيد	عنيدا	REPLACE_XC
.	.	UC
وان	وإن	REPLACE_OH
شاءالله	شاء الله	SPLIT
.		DELETE_PM
الرحمه	الرحمة	REPLACE_OT
والطمئنينه	والطمأنينة	REPLACE_OR+REPLACE_OT
ستغمر	ستغمر	UC
جميع	جميع	UC
النفوس	النفوس	UC
	،	INSERT_PM
والامن	والأمن	REPLACE_OH
والاستفرار	والاستسلام	REPLACE_OR
يعم	يعم	UC
سوريا	سوريا	UC
والشعب	والشعب	UC
السوري	السوري	UC
.	.	UC

كفاكم	كفاكم	UC
تحاليل	تحاليل	UC
و تعليقات	وتعليقات	MERGE
و كأن	وكأن	MERGE
بشار	بشار	UC
ينتظر	ينتظر	UC
آراءكم	آراءكم	UC
لكي	لكي	UC
يختار	يختار	UC
البلد	البلد	UC
الذي	الذي	UC
سيلجء	سيلجؤون	REPLACE_SW
اليه	إليه	REPLACE_OH
.	.	UC
.	.	UC
.	.	UC
ليس	ليس	UC
هكذا	هكذا	UC
تناقش	تناقش	UC
السياسات	السياسات	UC
.	.	UC
.	.	UC
.		DELETE_PM
منذ	منذ	UC
متى	متى	UC
فيلتمان	فيلتمان	UC
يهمه	يهمه	UC
الشعب	الشعب	UC
السوري	السوري	UC
ودمقراطيته	ودمقراطيته	UC
.	؟	REPLACE_PC
.		DELETE_PM
أين	أين	UC
انتم	أنتم	REPLACE_OH
من	من	UC
دول	دول	UC
الخليج	الخليج	UC
	؟	INSERT_PM
أين	أين	UC
انتم	انتم	UC
من	من	UC
إسراءيل	إسرائيل	REPLACE_OH
.	؟	REPLACE_PC
.		DELETE_PM
.		DELETE_PM
التظاهرات	التظاهرات	UC
ألمؤيدة	المؤيدة	REPLACE_OH
لبشار	لبشار	UC
اكثر	أكثر	REPLACE_OH
من	من	UC
المناهضة	المناهضة	UC
له	له	UC
.	.	UC
وأعتقد	وأعتقد	UC
أنه	أنه	UC
لن	لن	UC
يسقط	يسقط	UC
و إذا	وإذا	MERGE
سقط	سقط	UC
سيسقط	سيسقط	UC
فوق	فوق	UC
جثث	جثث	UC
أعداءه	أعداءه	UC
.	.	UC

بشار	بشار	UC
يا	يا	UC
بشار	بشار	UC
هيا	هيا	UC
الى	إلى	REPLACE_OH
السعودية	السعودية	UC
.	.	UC
صح	صح	UC
انه	أنه	REPLACE_OH
فاتك	فاتك	UC
حج	حج	UC
هذه	هذه	UC
السنة	السنة	UC
لكن	لكن	UC
باب	باب	UC
العمرة	العمرة	UC
مفتوح	مفتوح	UC
وباب	وباب	UC
التوبة	التوبة	UC
أيضا	أيضا	UC
.	.	UC
ان	إن	REPLACE_OH
شاء	شاء	UC
الله	الله	UC
سوف	سوف	UC
ترى	ترى	UC
اقرانك	أحفادك	REPLACE_SW
من	من	UC
الزعماء	الزعماء	UC
يواسنك	يواسنك	UC
من	من	UC
امثال	أمثال	REPLACE_OH
بن	بن	UC
علي	علي	UC
ومعاوية	ومعاوية	UC
ولد	ولد	UC
الطايع	الطايع	UC
	،	INSERT_PM
وان	وإن	REPLACE_OH
شاء	شاء	UC
الله	الله	UC
قريبا	قريبا	UC
كذ	كذ	UC
اب	اب	UC
اليمن	اليمن	UC
وفرعون	وفرعون	UC
مصر	مصر	UC
.	.	UC
القذافي	القذافي	UC
كانت	كانت	UC
معه	معه	UC
فرصة	فرصة	UC
العمرة	العمرة	UC
والحج	والحج	UC
وفاتته	وفاتته	UC
.	.	UC
فلا	فلا	UC
تفوتها	تفوتها	UC
عليك	عليك	UC
يا	يا	UC
بشار	بشار	UC
.	.	UC
والله	والله	UC
الموفق	الموفق	UC
	.	INSERT_PM

لم	لم	UC
ولن	ولن	UC
يسجل	يسجل	UC
التاريخ	التاريخ	UC
حاكما	حاكما	UC
قتل	قتل	UC
	،	INSERT_PM
ونهب	ونهب	UC
	،	INSERT_PM
وشرد	وشرد	UC
	،	INSERT_PM
ودمر	ودمر	UC
	،	INSERT_PM
وحرق	وحرق	UC
البلد	البلد	UC
	،	INSERT_PM
وشعب	وشعب	UC
البلد	البلد	UC
التي	التي	UC
يحكمها	يحكمها	UC
,	.	REPLACE_PC
والله	والله	UC
لو	لو	UC
كان	كان	UC
ارييل	أرييل	REPLACE_OH
شارون	شارون	UC
حاكم	حاكما	REPLACE_XC+REPLACE_XN
لسوريا	لسوريا	UC
ما	ما	UC
كان	كان	UC
ليفعل	ليفعل	UC
بسوريا	بسوريا	UC
كما	كما	UC
فعله	فعله	UC
نظام	نظام	UC
بشار	بشار	UC
الاسد	الأسد	REPLACE_OH
,	.	REPLACE_PC
انا	أنا	REPLACE_OH
كنت	كنت	UC
من	من	UC
المؤيدين	المؤيدين	UC
لهذا	لهذا	UC
المجرم	المجرم	UC
ونظامه	ونظامه	UC
المجرم	المجرم	UC
	.	INSERT_PM
والله	والله	UC
واقسم	وأقسم	REPLACE_OH
بالله	بالله	UC
العظيم	العظيم	UC
باني	بأنني	REPLACE_OM+REPLACE_OR
ارضى	أرضى	REPLACE_OH
الان	الآن	REPLACE_OH
بان	بأن	REPLACE_OH
يحكمني	يحكمني	UC
الامريكي	الأمريكي	REPLACE_OH
والاسرائيلي	والإسرائيلي	REPLACE_OH
على	على	UC
ان	أن	REPLACE_OH
يحكمني	يحكمني	UC
هذا	هذا	UC
المجرم	المجرم	UC
الجزار	الجزار	UC
	.	INSERT_PM

يستر	يستر	UC
عرضكم	عرضكم	UC
ياجيش	يا جيش	SPLIT
الحر	الحر	UC
	.	INSERT_PM
اطلعو	اطلعوا	REPLACE_OW
من	من	UC
الحارات	الحارات	UC
	،	INSERT_PM
وحاربو	وحاربوا	REPLACE_OW
كاالرجال	كالرجال	REPLACE_OD
	.	INSERT_PM
مش	مش	UC
تختبئو	تختبئوا	REPLACE_OW
بين	بين	UC
البشر	البشر	UC
وتعملوحالكم	وتعملوا وكأنكم	REPLACE_X
ابطال	أبطال	REPLACE_OH
	،	INSERT_PM
والشعب	والشعب	UC
يدفع	يدفع	UC
الثمن	الثمن	UC
	.	INSERT_PM
انتم	أنتم	REPLACE_OH
سبب	سبب	UC
دمار	دمار	UC
البلد	البلد	UC
،	،	UC
ومصدقين	ومصدقين	UC
حالكم	حالكم	UC
حررتم	حررتم	UC
حلب	حلب	UC
	،	INSERT_PM
والشام	والشام	UC
حمص	حمص	UC
	،	INSERT_PM
ودرعا	ودرعا	UC
	.	INSERT_PM
والله	والله	UC
بالحلم	بالحلم	UC
تحرروا	تحرروا	UC
شبر	شبرا	REPLACE_XC+REPLACE_XN
	،	INSERT_PM
شفناكم	شفناكم	UC
بداريا	بداريا	UC
	،	INSERT_PM
ودرعا		DELETE_XM
وحمص	وحمص	UC
	،	INSERT_PM
وريف	وريف	UC
دمشق	دمشق	UC
	،	INSERT_PM
وبركان	وبركان	UC
دمشق	دمشق	UC
	.	INSERT_PM

يا	يا	UC
من	من	UC
نسيتم	نسيتم	UC
الشعب	الشعب	UC
السوري	السوري	UC
وتتكلمون	وتتكلمون	UC
عن	عن	UC
المقاومة	المقاومة	UC
	،	INSERT_PM
من	من	UC
انتم	أنتم	REPLACE_OH
؟	؟	UC
او	أو	REPLACE_OH
بالحرى	بالأحرى	REPLACE_OM
مذا	ماذا	REPLACE_OH+REPLACE_OM
فعلتم	فعلتم	UC
بالمقاومة	بالمقاومة	UC
	؟	INSERT_PM
هل	هل	UC
حررتم	حررتم	UC
فلسطين	فلسطين	UC
خلال	خلال	UC
٤٠	40	REPLACE_OR
سنة	سنة	UC
؟	؟	UC
وبعدين	وبعدين	UC
ما	ما	UC
موضوع	موضوع	UC
الانبطاحيين	الانبطاحيين	UC
	؟	INSERT_PM
وما	وما	UC
معني	معنى	REPLACE_OA
الانبطاحي	الأنبطاحي	REPLACE_OH
	؟	INSERT_PM
جننتونا	جننتونا	UC
بهاي	بهذه	REPLACE_OR
الكلمة	الكلمة	UC
الغريبة	الغريبة	UC
	؟	INSERT_PM
ممكن	ممكن	UC
تفسير	تفسير	UC
واضح	واضح	UC
لها	لها	UC
مع	مع	UC
بعض	بعض	UC
الامثلة	الأمثلة	REPLACE_OH
	.	INSERT_PM

قبل	قبل	UC
قليل	قليل	UC
شاهدت	شاهدت	UC
صوره	صورة	REPLACE_OT
لابطال	لأبطال	REPLACE_OH
الممانعه	الممانعة	REPLACE_OT
والمقاومه	والمقاومة	REPLACE_OT
ابطال	أبطال	REPLACE_OH
الجيش	الجيش	UC
السوري	السوري	UC
	.	INSERT_PM
من	من	UC
نعتبرهم	نعتبرهم	UC
حماه	حماة	REPLACE_OT
الديار	الديار	UC
يحملون	يحملون	UC
الصواطير	الصواطير	UC
ويقتلون	ويقتلون	UC
بها	بها	UC
الناس	الناس	UC
	.	INSERT_PM
اقسم	أقسم	REPLACE_OH
انني	أنني	REPLACE_OH
شاهدت	شاهدت	UC
هذه	هذه	UC
الصوره	الصورة	REPLACE_OT
وهي	وهي	UC
موجوده	موجودة	REPLACE_OT
على	على	UC
الانترنت	الإنترنت	REPLACE_OH
	.	INSERT_PM
ايه	إيه	REPLACE_OH
قسما	قسما	UC
بالله	بالله	UC
الجيش	الجيش	UC
الاسرائيلي	الإسرائيلي	REPLACE_OH
ارحم	أرحم	REPLACE_OH
من	من	UC
هؤلاء	هؤلاء	UC
	.	INSERT_PM
اطالب	أطالب	REPLACE_OH
الجيش	الجيش	UC
الاسرائيلي	الإسرائيلي	REPLACE_OH
باحتلال	باحتلال	UC
دمشق	دمشق	UC
	،	INSERT_PM
واعتقال	واعتقال	UC
بشار	بشار	UC
الاسد	الأسد	REPLACE_OH
	،	INSERT_PM
وتقديمه	وتقديمه	UC
لمحكمه	لمحكمة	REPLACE_OT
جرائم	جرائم	UC
الحرب	الحرب	UC
في	في	UC
لاهاي	لاهاي	UC
	.	INSERT_PM

يا	يا	UC
أيها	أيها	UC
العرب	العرب	UC
إخوتنا	إخوتنا	UC
في	في	UC
المغرب	المغرب	UC
العربي	العربي	UC
	،	INSERT_PM
والخليج	والخليج	UC
العربي	العربي	UC
	،	INSERT_PM
والبلدان	والبلدان	UC
التي	التي	UC
قطفت	قطفت	UC
ثمار	ثمار	UC
الربيع	الربيع	UC
العربي	العربي	UC
.	.	UC
قفوا	قفوا	UC
معنا	معنا	UC
ولو	ولو	UC
بالكلام	بالكلام	UC
.	.	UC
هذاالنظام	هذا النظام	SPLIT
السوري	السوري	UC
االقاتل	القاتل	REPLACE_OD
ح		DELETE_XM
ط	ط	UC
في	في	UC
جيبو	جيب	REPLACE_OD+REPLACE_OG
القذافي	القذافي	UC
	،	INSERT_PM
ومبارك	ومبارك	UC
	،	INSERT_PM
وصالح	وصالح	UC
	،	INSERT_PM
وصد	وصد	UC
ام	ام	UC
مجتمعين	مجتمعين	UC
في	في	UC
طغيانه	طغيانه	UC
.	.	UC
بدأ	بدأ	UC
أمس	أمس	UC
بإستعمال	باستعمال	REPLACE_OH
غازات	غازات	UC
	،	INSERT_PM
واليوم	واليوم	UC
طيران	طيران	UC
حربي	حربي	UC
	،	INSERT_PM
وغدا	وغدا	UC
سيضرب	سيضرب	UC
بالصواريخ	بالصواريخ	UC
المدن	المدن	UC
	،	INSERT_PM
والبلدات	والبلدات	UC
	،	INSERT_PM
والأرياف	والأرياف	UC
	،	INSERT_PM
والقرى	والقرى	UC
السورية	السورية	UC
.	.	UC

قوات	قوات	UC
النظام	النظام	UC
الوحشي	الوحشي	UC
تحتسي	تحتسي	UC
دماء	دماء	UC
الأبرياء	الأبرياء	UC
في	في	UC
سوريا	سوريا	UC
على	على	UC
أعين	أعين	UC
العالم	العالم	UC
أجمع	أجمع	UC
.	.	UC
.	.	UC
اليوم	اليوم	UC
وقت	وقت	UC
صلاة	صلاة	UC
الظهر	الظهر	UC
قصفت	قصفت	UC
قوات	قوات	UC
الغدر	الغدر	UC
مسجد	مسجد	UC
أبي	أبي	UC
بكر	بكر	UC
الصديق	الصديق	UC
في	في	UC
داريا	داريا	UC
فوق	فوق	UC
رؤوس	رؤوس	UC
المصلين	المصلين	UC
نحو	نحو	UC
10	10	UC
شهداء	شهداء	UC
وجرحى	وجرحى	UC
ودماء	ودماء	UC
.	.	UC
.	.	UC
.	.	UC
.		DELETE_PM
أصبح	أصبح	UC
المسجد	المسجد	UC
وكر	وكرا	REPLACE_XC
ارهابي	إرهابيا	REPLACE_OH+REPLACE_XC
؟	؟	UC
؟	؟	UC
.		DELETE_PM
.		DELETE_PM
أم	أم	UC
جحر	جحر	UC
للمخربين	للمخربين	UC
؟	؟	UC
؟	؟	UC
.	.	UC
.	.	UC
الحقيقة	الحقيقة	UC
أن	أن	UC
نظام	نظام	UC
الأسد	الأسد	UC
الهالك	الهالك	UC
تكفييري	تكفيري	REPLACE_OD
يقتل	يقتل	UC
حتى	حتى	UC
الشيوخ	الشيوخ	UC
في	في	UC
بيوت	بيوت	UC
العبادة	العبادة	UC
.	.	UC
.	.	UC

الأسد	الأسد	UC
عليه	عليه	UC
بالرحيل	بالرحيل	UC
لإنقاذ	لإنقاذ	UC
شعبه	شعبه	UC
	،	INSERT_PM
وإنقاذ	وإنقاذ	UC
وطنه	وطنه	UC
	،	INSERT_PM
وإنقاذ	وإنقاذ	UC
نفسه	نفسه	UC
	.	INSERT_PM
لايضحك	لا يضحك	SPLIT
عليه	عليه	UC
رأسه	رأسه	UC
	.	INSERT_PM
إذا	إذا	UC
تشبت	ظفر	REPLACE_SW
بالحكم	بالحكم	UC
سيذمر	سيصير	REPLACE_OR
بلده	بلده	UC
إقتصاذيين	دكتاتوريين	REPLACE_SW
	،	INSERT_PM
ويتفكك	ويتفكك	UC
النسيج	النسيج	UC
الطائفي	الطائفي	UC
لديه	لديه	UC
	،	INSERT_PM
والجيش	والجيش	UC
مع	مع	UC
إنهيار	انهيار	REPLACE_OH
البلد	البلد	UC
سيسقط	سيسقط	UC
هو	هو	UC
كذلك	كذلك	UC
	.	INSERT_PM
لكن	لكن	UC
ضريبة	ضريبة	UC
يومها	يومها	UC
ستكونوا	ستكونون	REPLACE_OR
كبير	كبيرا	REPLACE_XC
	،	INSERT_PM
لا	لا	UC
يغرك	يغرك	UC
المبنى	المبنى	UC
	،	INSERT_PM
لكن	لكن	UC
إذا	إذا	UC
سقط	سقط	UC
سيسقط	سيسقط	UC
في	في	UC
ساعة	ساعة	UC
	.	INSERT_PM

الى	إلى	REPLACE_OH
كل	كل	UC
اسرة	أسرة	REPLACE_OH
فقيد	فقيد	UC
:	:	UC
اللهم	اللهم	UC
ادخلهم	أدخلهم	REPLACE_OH
جناتك	جناتك	UC
و اجعلهم	واجعلهم	MERGE
من	من	UC
الشهداء	الشهداء	UC
	،	INSERT_PM
و الله	والله	MERGE
يصبر	يصبر	UC
اهاليهم	أهاليهم	REPLACE_OH
	،	INSERT_PM
و اني	وإني	UNK
لفي	لفي	UC
غاية	غاية	UC
الفخر	الفخر	UC
بالشعب	بالشعب	UC
السوري	السوري	UC
الباسل	الباسل	UC
	،	INSERT_PM
و الى	وإلى	REPLACE_O
الأمام	الأمام	UC
و	،	REPLACE_PM+REPLACE_XT
واصلو	واصلوا	REPLACE_OW
فالنصرابحول	فالنصر بإذن	REPLACE_X
الله	الله	UC
قريب	قريب	UC
لا	لا	UC
محالة	محالة	UC
.	.	UC
اللهم	اللهم	UC
افرغ	أفرغ	REPLACE_OH
على	على	UC
الشعب	الشعب	UC
السوري	السوري	UC
و اليمني	واليمني	MERGE
صبراوثبت	صبرا وثبت	SPLIT
أقدامهم	أقدامهم	UC
و انصرهم	وانصرهم	MERGE
على	على	UC
القوم	القوم	UC
الظالمين	الظالمين	UC
	.	INSERT_PM

بإذن	بإذن	UC
الله	الله	UC
تعالى	تعالى	UC
سوف	سوف	UC
يسقط	يسقط	UC
هذا	هذا	UC
النظام	النظام	UC
المتهاوي	المتهاوي	UC
الظالم	الظالم	UC
القامع	القامع	UC
القاتل	القاتل	UC
للمدنيين	للمدنيين	UC
العزل	العزل	UC
اللذين	الذين	REPLACE_OD
يطالبون	يطالبون	UC
بالحرية	بالحرية	UC
,	،	REPLACE_PC
,		DELETE_PM
ويوجههم	ويوجههم	UC
بالموت	بالموت	UC
عبر	عبر	UC
الدبابة	الدبابة	UC
والمدفع	والمدفع	UC
,	.	REPLACE_PC
,		DELETE_PM
كان	كان	UC
الأحرى	الأحرى	UC
بأولاد	بأولاد	UC
الأسد	الأسد	UC
أن	أن	UC
يحرروا	يحرروا	UC
هضبة	هضبة	UC
الجولان	الجولان	UC
التي	التي	UC
باعها	باعها	UC
أبوهم	أبوهم	UC
على	على	UC
الكيان	الكيان	UC
الصهيوني	الصهيوني	UC
,	،	REPLACE_PC
,		DELETE_PM
أو	أو	UC
حتى	حتى	UC
بالرد	بالرد	UC
على	على	UC
الغارات	الغارات	UC
الصهيونية	الصهيونية	UC
على	على	UC
مواقع	مواقع	UC
للجيش	للجيش	UC
السوري	السوري	UC
,	.	REPLACE_PC
,		DELETE_PM

الغرب	الغرب	UC
يسعى	يسعى	UC
جاهدا	جاهدا	UC
لمحاصرة	لمحاصرة	UC
الثوره	الثورة	REPLACE_OT
وإسقاطها	وإسقاطها	UC
	؛	INSERT_PM
لان	لأن	REPLACE_OH
ثورات	ثورات	UC
الربيع	الربيع	UC
العربي	العربي	UC
لاتناسبه	لا تناسبه	SPLIT
	.	INSERT_PM
فإذا	فإذا	UC
فشلت	فشلت	UC
الثوره	الثورة	REPLACE_OT
السوريه	السورية	REPLACE_OT
	،	INSERT_PM
فإن	فإن	UC
